fname,label,length
B_S2_D1_106-bebop_003_.wav,drone,1.024
B_S2_D1_106-bebop_004_.wav,drone,0.896
B_S2_D1_107-bebop_000_.wav,drone,1.024
B_S2_D1_107-bebop_001_.wav,drone,1.024
B_S2_D1_107-bebop_002_.wav,drone,1.024
B_S2_D1_107-bebop_003_.wav,drone,1.024
B_S2_D1_107-bebop_004_.wav,drone,0.896
B_S2_D1_108-bebop_000_.wav,drone,1.024
B_S2_D1_108-bebop_001_.wav,drone,1.024
B_S2_D1_108-bebop_002_.wav,drone,1.024
B_S2_D1_108-bebop_003_.wav,drone,1.024
B_S2_D1_108-bebop_004_.wav,drone,0.896
B_S2_D1_109-bebop_000_.wav,drone,1.024
B_S2_D1_109-bebop_001_.wav,drone,1.024
B_S2_D1_109-bebop_002_.wav,drone,1.024
B_S2_D1_109-bebop_003_.wav,drone,1.024
B_S2_D1_109-bebop_004_.wav,drone,0.896
B_S2_D1_110-bebop_000_.wav,drone,1.024
B_S2_D1_110-bebop_001_.wav,drone,1.024
B_S2_D1_110-bebop_002_.wav,drone,1.024
B_S2_D1_110-bebop_003_.wav,drone,1.024
B_S2_D1_110-bebop_004_.wav,drone,0.896
B_S2_D1_111-bebop_000_.wav,drone,1.024
B_S2_D1_111-bebop_001_.wav,drone,1.024
B_S2_D1_111-bebop_002_.wav,drone,1.024
B_S2_D1_111-bebop_003_.wav,drone,1.024
B_S2_D1_111-bebop_004_.wav,drone,0.896
B_S2_D1_112-bebop_000_.wav,drone,1.024
B_S2_D1_112-bebop_001_.wav,drone,1.024
B_S2_D1_112-bebop_002_.wav,drone,1.024
B_S2_D1_112-bebop_003_.wav,drone,1.024
B_S2_D1_112-bebop_004_.wav,drone,1.024
B_S2_D1_113-bebop_000_.wav,drone,1.024
B_S2_D1_113-bebop_001_.wav,drone,1.024
B_S2_D1_113-bebop_002_.wav,drone,1.024
B_S2_D1_113-bebop_003_.wav,drone,1.024
B_S2_D1_113-bebop_004_.wav,drone,0.896
B_S2_D1_114-bebop_000_.wav,drone,1.024
B_S2_D1_114-bebop_001_.wav,drone,1.024
B_S2_D1_114-bebop_002_.wav,drone,1.024
B_S2_D1_114-bebop_003_.wav,drone,1.024
B_S2_D1_114-bebop_004_.wav,drone,0.896
B_S2_D1_115-bebop_000_.wav,drone,1.024
B_S2_D1_115-bebop_001_.wav,drone,1.024
B_S2_D1_115-bebop_002_.wav,drone,1.024
B_S2_D1_115-bebop_003_.wav,drone,1.024
B_S2_D1_115-bebop_004_.wav,drone,0.896
B_S2_D1_116-bebop_000_.wav,drone,1.024
B_S2_D1_116-bebop_001_.wav,drone,1.024
B_S2_D1_116-bebop_002_.wav,drone,1.024
B_S2_D1_116-bebop_003_.wav,drone,1.024
B_S2_D1_116-bebop_004_.wav,drone,0.896
B_S2_D1_117-bebop_000_.wav,drone,1.024
B_S2_D1_117-bebop_001_.wav,drone,1.024
B_S2_D1_117-bebop_002_.wav,drone,1.024
B_S2_D1_117-bebop_003_.wav,drone,1.024
B_S2_D1_117-bebop_004_.wav,drone,0.896
B_S2_D1_118-bebop_000_.wav,drone,1.024
B_S2_D1_118-bebop_001_.wav,drone,1.024
B_S2_D1_118-bebop_002_.wav,drone,1.024
B_S2_D1_118-bebop_003_.wav,drone,1.024
B_S2_D1_118-bebop_004_.wav,drone,0.896
B_S2_D1_119-bebop_000_.wav,drone,1.024
B_S2_D1_119-bebop_001_.wav,drone,1.024
B_S2_D1_119-bebop_002_.wav,drone,1.024
B_S2_D1_119-bebop_003_.wav,drone,1.024
B_S2_D1_119-bebop_004_.wav,drone,0.896
B_S2_D1_120-bebop_000_.wav,drone,1.024
B_S2_D1_120-bebop_001_.wav,drone,1.024
B_S2_D1_120-bebop_002_.wav,drone,1.024
B_S2_D1_120-bebop_003_.wav,drone,1.024
B_S2_D1_120-bebop_004_.wav,drone,0.896
B_S2_D1_121-bebop_000_.wav,drone,1.024
B_S2_D1_121-bebop_001_.wav,drone,1.024
B_S2_D1_121-bebop_002_.wav,drone,1.024
B_S2_D1_121-bebop_003_.wav,drone,1.024
B_S2_D1_121-bebop_004_.wav,drone,0.896
B_S2_D1_122-bebop_000_.wav,drone,1.024
B_S2_D1_122-bebop_001_.wav,drone,1.024
B_S2_D1_122-bebop_002_.wav,drone,1.024
B_S2_D1_122-bebop_003_.wav,drone,1.024
B_S2_D1_122-bebop_004_.wav,drone,0.896
B_S2_D1_123-bebop_000_.wav,drone,1.024
B_S2_D1_123-bebop_001_.wav,drone,1.024
B_S2_D1_123-bebop_002_.wav,drone,1.024
B_S2_D1_123-bebop_003_.wav,drone,1.024
B_S2_D1_123-bebop_004_.wav,drone,0.896
B_S2_D1_124-bebop_000_.wav,drone,1.024
B_S2_D1_124-bebop_001_.wav,drone,1.024
B_S2_D1_124-bebop_002_.wav,drone,1.024
B_S2_D1_124-bebop_003_.wav,drone,1.024
B_S2_D1_124-bebop_004_.wav,drone,0.896
B_S2_D1_125-bebop_000_.wav,drone,1.024
B_S2_D1_125-bebop_001_.wav,drone,1.024
B_S2_D1_125-bebop_002_.wav,drone,1.024
B_S2_D1_125-bebop_003_.wav,drone,1.024
B_S2_D1_125-bebop_004_.wav,drone,0.896
B_S2_D1_126-bebop_000_.wav,drone,1.024
B_S2_D1_126-bebop_001_.wav,drone,1.024
B_S2_D1_126-bebop_002_.wav,drone,1.024
B_S2_D1_126-bebop_003_.wav,drone,1.024
B_S2_D1_126-bebop_004_.wav,drone,0.896
B_S2_D1_127-bebop_000_.wav,drone,1.024
B_S2_D1_127-bebop_001_.wav,drone,1.024
B_S2_D1_127-bebop_002_.wav,drone,1.024
B_S2_D1_127-bebop_003_.wav,drone,1.024
B_S2_D1_127-bebop_004_.wav,drone,0.896
B_S2_D1_128-bebop_000_.wav,drone,1.024
B_S2_D1_128-bebop_001_.wav,drone,1.024
B_S2_D1_128-bebop_002_.wav,drone,1.024
B_S2_D1_128-bebop_003_.wav,drone,1.024
B_S2_D1_128-bebop_004_.wav,drone,1.024
B_S2_D1_129-bebop_000_.wav,drone,1.024
B_S2_D1_129-bebop_001_.wav,drone,1.024
B_S2_D1_129-bebop_002_.wav,drone,1.024
B_S2_D1_129-bebop_003_.wav,drone,1.024
B_S2_D1_129-bebop_004_.wav,drone,0.896
B_S2_D1_130-bebop_000_.wav,drone,1.024
B_S2_D1_130-bebop_001_.wav,drone,1.024
B_S2_D1_130-bebop_002_.wav,drone,1.024
B_S2_D1_130-bebop_003_.wav,drone,1.024
B_S2_D1_130-bebop_004_.wav,drone,0.896
B_S2_D1_131-bebop_000_.wav,drone,1.024
B_S2_D1_131-bebop_001_.wav,drone,1.024
B_S2_D1_131-bebop_002_.wav,drone,1.024
B_S2_D1_131-bebop_003_.wav,drone,1.024
B_S2_D1_131-bebop_004_.wav,drone,0.896
B_S2_D1_132-bebop_000_.wav,drone,1.024
B_S2_D1_132-bebop_001_.wav,drone,1.024
B_S2_D1_132-bebop_002_.wav,drone,1.024
B_S2_D1_132-bebop_003_.wav,drone,1.024
B_S2_D1_132-bebop_004_.wav,drone,0.896
B_S2_D1_133-bebop_000_.wav,drone,0.772
extra_membo_D2_2000.wav,drone,1.0016875
extra_membo_D2_2001.wav,drone,1.002625
extra_membo_D2_2002.wav,drone,1.0026875
extra_membo_D2_2003.wav,drone,1.0026875
extra_membo_D2_2004.wav,drone,1.002625
extra_membo_D2_2005.wav,drone,1.0026875
extra_membo_D2_2006.wav,drone,1.0026875
extra_membo_D2_2007.wav,drone,1.002625
extra_membo_D2_2008.wav,drone,0.981375
extra_membo_D2_2009.wav,drone,1.002625
extra_membo_D2_2010.wav,drone,1.0026875
extra_membo_D2_2011.wav,drone,1.0026875
extra_membo_D2_2012.wav,drone,1.002625
extra_membo_D2_2013.wav,drone,1.0026875
extra_membo_D2_2014.wav,drone,1.0026875
extra_membo_D2_2015.wav,drone,1.002625
extra_membo_D2_2016.wav,drone,0.981375
extra_membo_D2_2017.wav,drone,1.002625
extra_membo_D2_2018.wav,drone,1.0026875
extra_membo_D2_2019.wav,drone,1.0026875
extra_membo_D2_2020.wav,drone,1.002625
extra_membo_D2_2021.wav,drone,1.0026875
extra_membo_D2_2022.wav,drone,1.0026875
extra_membo_D2_2023.wav,drone,1.002625
extra_membo_D2_2024.wav,drone,0.981375
extra_membo_D2_2025.wav,drone,1.002625
extra_membo_D2_2026.wav,drone,1.0026875
extra_membo_D2_2027.wav,drone,1.0026875
extra_membo_D2_2028.wav,drone,1.002625
extra_membo_D2_2029.wav,drone,1.0026875
extra_membo_D2_2030.wav,drone,1.0026875
extra_membo_D2_2031.wav,drone,1.002625
extra_membo_D2_2032.wav,drone,0.981375
extra_membo_D2_2033.wav,drone,1.002625
extra_membo_D2_2034.wav,drone,1.0026875
extra_membo_D2_2035.wav,drone,1.0026875
extra_membo_D2_2036.wav,drone,1.002625
extra_membo_D2_2037.wav,drone,1.0026875
extra_membo_D2_2038.wav,drone,1.0026875
extra_membo_D2_2039.wav,drone,1.002625
extra_membo_D2_2040.wav,drone,0.981375
extra_membo_D2_2041.wav,drone,1.002625
extra_membo_D2_2042.wav,drone,1.0026875
extra_membo_D2_2043.wav,drone,1.0026875
extra_membo_D2_2044.wav,drone,1.002625
extra_membo_D2_2045.wav,drone,1.0026875
extra_membo_D2_2046.wav,drone,1.0026875
extra_membo_D2_2047.wav,drone,1.002625
extra_membo_D2_2048.wav,drone,0.981375
extra_membo_D2_2049.wav,drone,1.002625
extra_membo_D2_2050.wav,drone,1.0026875
extra_membo_D2_2051.wav,drone,1.0026875
extra_membo_D2_2052.wav,drone,1.002625
extra_membo_D2_2053.wav,drone,1.0026875
extra_membo_D2_2054.wav,drone,1.0026875
extra_membo_D2_2055.wav,drone,1.002625
Membo_0_000-membo_000_.wav,drone,1.024
Membo_0_000-membo_001_.wav,drone,1.024
Membo_0_000-membo_002_.wav,drone,1.024
Membo_0_000-membo_003_.wav,drone,1.024
Membo_0_000-membo_004_.wav,drone,1.024
Membo_0_001-membo_000_.wav,drone,1.024
Membo_0_001-membo_001_.wav,drone,1.024
Membo_0_001-membo_002_.wav,drone,1.024
Membo_0_001-membo_003_.wav,drone,1.024
Membo_0_001-membo_004_.wav,drone,0.896
Membo_0_002-membo_000_.wav,drone,1.024
Membo_0_002-membo_001_.wav,drone,1.024
Membo_0_002-membo_002_.wav,drone,1.024
Membo_0_002-membo_003_.wav,drone,1.024
Membo_0_002-membo_004_.wav,drone,0.896
Membo_0_003-membo_000_.wav,drone,1.024
Membo_0_003-membo_001_.wav,drone,1.024
Membo_0_003-membo_002_.wav,drone,1.024
Membo_0_003-membo_003_.wav,drone,1.024
Membo_0_003-membo_004_.wav,drone,0.896
Membo_0_004-membo_000_.wav,drone,1.024
Membo_0_004-membo_001_.wav,drone,1.024
Membo_0_004-membo_002_.wav,drone,1.024
Membo_0_004-membo_003_.wav,drone,1.024
Membo_0_004-membo_004_.wav,drone,0.896
Membo_0_005-membo_000_.wav,drone,1.024
Membo_0_005-membo_001_.wav,drone,1.024
Membo_0_005-membo_002_.wav,drone,1.024
Membo_0_005-membo_003_.wav,drone,1.024
Membo_0_005-membo_004_.wav,drone,0.896
Membo_0_006-membo_000_.wav,drone,1.024
Membo_0_006-membo_001_.wav,drone,1.024
Membo_0_006-membo_002_.wav,drone,1.024
Membo_0_006-membo_003_.wav,drone,1.024
Membo_0_006-membo_004_.wav,drone,0.896
Membo_0_007-membo_000_.wav,drone,1.024
Membo_0_007-membo_001_.wav,drone,1.024
Membo_0_007-membo_002_.wav,drone,1.024
Membo_0_007-membo_003_.wav,drone,1.024
Membo_0_007-membo_004_.wav,drone,0.896
Membo_0_008-membo_000_.wav,drone,1.024
Membo_0_008-membo_001_.wav,drone,1.024
Membo_0_008-membo_002_.wav,drone,1.024
Membo_0_008-membo_003_.wav,drone,1.024
Membo_0_008-membo_004_.wav,drone,0.896
Membo_0_009-membo_000_.wav,drone,1.024
Membo_0_009-membo_001_.wav,drone,1.024
Membo_0_009-membo_002_.wav,drone,1.024
Membo_0_009-membo_003_.wav,drone,1.024
Membo_0_009-membo_004_.wav,drone,0.896
Membo_0_010-membo_000_.wav,drone,1.024
Membo_0_010-membo_001_.wav,drone,1.024
Membo_0_010-membo_002_.wav,drone,1.024
Membo_0_010-membo_003_.wav,drone,1.024
Membo_0_010-membo_004_.wav,drone,0.896
Membo_0_011-membo_000_.wav,drone,1.024
Membo_0_011-membo_001_.wav,drone,1.024
Membo_0_011-membo_002_.wav,drone,1.024
Membo_0_011-membo_003_.wav,drone,1.024
Membo_0_011-membo_004_.wav,drone,0.896
Membo_0_012-membo_000_.wav,drone,1.024
Membo_0_012-membo_001_.wav,drone,1.024
Membo_0_012-membo_002_.wav,drone,1.024
Membo_0_012-membo_003_.wav,drone,1.024
Membo_0_012-membo_004_.wav,drone,0.896
Membo_0_013-membo_000_.wav,drone,1.024
Membo_0_013-membo_001_.wav,drone,1.024
Membo_0_013-membo_002_.wav,drone,1.024
Membo_0_013-membo_003_.wav,drone,1.024
Membo_0_013-membo_004_.wav,drone,0.896
Membo_0_014-membo_000_.wav,drone,1.024
Membo_0_014-membo_001_.wav,drone,1.024
Membo_0_014-membo_002_.wav,drone,1.024
Membo_0_014-membo_003_.wav,drone,1.024
Membo_0_014-membo_004_.wav,drone,0.896
Membo_0_015-membo_000_.wav,drone,1.024
Membo_0_015-membo_001_.wav,drone,1.024
Membo_0_015-membo_002_.wav,drone,1.024
Membo_0_015-membo_003_.wav,drone,1.024
Membo_0_015-membo_004_.wav,drone,0.896
Membo_0_016-membo_000_.wav,drone,1.024
Membo_0_016-membo_001_.wav,drone,1.024
Membo_0_016-membo_002_.wav,drone,1.024
Membo_0_016-membo_003_.wav,drone,1.024
Membo_0_016-membo_004_.wav,drone,1.024
Membo_0_017-membo_000_.wav,drone,1.024
Membo_0_017-membo_001_.wav,drone,1.024
Membo_0_017-membo_002_.wav,drone,1.024
Membo_0_017-membo_003_.wav,drone,1.024
Membo_0_017-membo_004_.wav,drone,0.896
Membo_0_034-membo_000_.wav,drone,1.024
Membo_0_034-membo_001_.wav,drone,1.024
Membo_0_034-membo_002_.wav,drone,1.024
Membo_0_034-membo_003_.wav,drone,1.024
Membo_0_034-membo_004_.wav,drone,0.896
Membo_0_036-membo_000_.wav,drone,1.024
Membo_0_036-membo_001_.wav,drone,1.024
Membo_0_036-membo_002_.wav,drone,1.024
Membo_0_036-membo_003_.wav,drone,1.024
Membo_0_036-membo_004_.wav,drone,0.896
Membo_0_037-membo_000_.wav,drone,1.024
Membo_0_037-membo_001_.wav,drone,1.024
Membo_0_037-membo_002_.wav,drone,1.024
Membo_0_037-membo_003_.wav,drone,1.024
Membo_0_037-membo_004_.wav,drone,0.896
Membo_0_038-membo_000_.wav,drone,1.024
Membo_0_038-membo_001_.wav,drone,1.024
Membo_0_038-membo_002_.wav,drone,1.024
Membo_0_038-membo_003_.wav,drone,1.024
Membo_0_038-membo_004_.wav,drone,0.896
Membo_0_039-membo_000_.wav,drone,1.024
Membo_0_039-membo_001_.wav,drone,1.024
Membo_0_039-membo_002_.wav,drone,1.024
Membo_0_039-membo_003_.wav,drone,1.024
Membo_0_039-membo_004_.wav,drone,0.896
Membo_0_040-membo_000_.wav,drone,1.024
Membo_0_040-membo_001_.wav,drone,1.024
Membo_0_040-membo_002_.wav,drone,1.024
Membo_0_040-membo_003_.wav,drone,1.024
Membo_0_040-membo_004_.wav,drone,0.896
Membo_0_041-membo_000_.wav,drone,1.024
Membo_0_041-membo_001_.wav,drone,1.024
Membo_0_041-membo_002_.wav,drone,1.024
Membo_0_041-membo_003_.wav,drone,1.024
Membo_0_041-membo_004_.wav,drone,0.896
Membo_1_000-membo_000_.wav,drone,1.024
Membo_1_000-membo_001_.wav,drone,1.024
Membo_1_000-membo_002_.wav,drone,1.024
Membo_1_000-membo_003_.wav,drone,1.024
Membo_1_000-membo_004_.wav,drone,1.024
Membo_1_001-membo_000_.wav,drone,1.024
Membo_1_001-membo_001_.wav,drone,1.024
Membo_1_001-membo_002_.wav,drone,1.024
Membo_1_001-membo_003_.wav,drone,1.024
Membo_1_001-membo_004_.wav,drone,0.896
Membo_1_002-membo_000_.wav,drone,1.024
Membo_1_002-membo_001_.wav,drone,1.024
Membo_1_002-membo_002_.wav,drone,1.024
Membo_1_002-membo_003_.wav,drone,1.024
Membo_1_002-membo_004_.wav,drone,0.896
Membo_1_004-membo_000_.wav,drone,1.024
Membo_1_004-membo_001_.wav,drone,1.024
Membo_1_004-membo_002_.wav,drone,1.024
Membo_1_004-membo_003_.wav,drone,1.024
Membo_1_004-membo_004_.wav,drone,0.896
Membo_1_029-membo_000_.wav,drone,1.024
Membo_1_029-membo_001_.wav,drone,1.024
Membo_1_029-membo_002_.wav,drone,1.024
Membo_1_029-membo_003_.wav,drone,1.024
Membo_1_029-membo_004_.wav,drone,0.896
Membo_1_030-membo_000_.wav,drone,1.024
Membo_1_030-membo_001_.wav,drone,1.024
Membo_1_030-membo_002_.wav,drone,1.024
Membo_1_030-membo_003_.wav,drone,1.024
Membo_1_030-membo_004_.wav,drone,0.896
